detection_id,detection_name,normalized_detection_name,catalog_status,detection_type,family,security_domain,analytic_story,mitre_attack_ids,technique_count,data_source_names,required_data_source_count,products,search,how_to_implement,source_file
6e9d4f7a-3c8b-4a9e-8d2f-7b5c9e1a6f3d,Cisco ASA - Reconnaissance Command Activity,cisco asa reconnaissance command activity,production,Anomaly,Cisco,network,Suspicious Cisco Adaptive Security Appliance Activity,T1082; T1590.001; T1590.005,3,Cisco ASA Logs,1,Splunk Enterprise; Splunk Enterprise Security; Splunk Cloud,"`cisco_asa` message_id IN (111009) command IN ( ""show access-list*"", ""show capture*"", ""show conn*"", ""show cpu*"", ""show crypto*"", ""show eigrp*"", ""show failover*"", ""show flow*"", ""show interface*"", ""show inventory*"", ""show ip*"", ""show license*"", ""show memory*"", ""show nat*"", ""show ospf*"", ""show process*"", ""show running-config*"", ""show startup-config*"", ""show version*"", ""show vpn-sessiondb*"", ""show xlate*"" ) | fillnull ``` Normalize command variations to base command types to count distinct reconnaissance categories. For example, ""show running-config"", ""show running-config | include username"", and ""show running-config interface"" all count as one command type. This prevents adversaries from evading detection by adding arguments or using multiple variations of the same command. ``` | eval command_type=case( match(command, ""^show access-list""), ""show access-list"", match(command, ""^show conn""), ""show conn"", match(command, ""^show cpu""), ""show cpu"", match(command, ""^show crypto""), ""show crypto"", match(command, ""^show eigrp""), ""show eigrp"", match(command, ""^show failover""), ""show failover"", match(command, ""^show flow""), ""show flow"", match(command, ""^show interface""), ""show interface"", match(command, ""^show inventory""), ""show inventory"", match(command, ""^show ip""), ""show ip"", match(command, ""^show license""), ""show license"", match(command, ""^show memory""), ""show memory"", match(command, ""^show nat""), ""show nat"", match(command, ""^show ospf""), ""show ospf"", match(command, ""^show process""), ""show process"", match(command, ""^show running-config""), ""show running-config"", match(command, ""^show startup-config""), ""show startup-config"", match(command, ""^show version""), ""show version"", match(command, ""^show vpn-sessiondb""), ""show vpn-sessiondb"", match(command, ""^show xlate""), ""show xlate"", true(), command) | bin _time span=5m | stats count earliest(_time) as firstTime latest(_time) as lastTime dc(command_type) as unique_recon_commands values(command_type) as command_types values(command) as commands values(src_ip) as src_ip values(message_id) as message_id values(action) as action by _time host user | where unique_recon_commands >= 7 | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | `cisco_asa___reconnaissance_command_activity_filter`","This search requires Cisco ASA syslog data to be ingested into Splunk via the Cisco Security Cloud TA. To ensure this detection works effectively, configure your ASA and FTD devices to generate and forward message ID 111009. If your logging level is set to 'Debugging', these messages should already be included, else we recommend setting an event list that keeps the severity level you are using and adds message ID 111009. You can find specific instructions on how to set this up here : https://www.cisco.com/c/en/us/support/docs/security/pix-500-series-security-appliances/63884-config-asa-00.html. You can also change the severity level of the above message id's to the syslog level you have currently enabled using the logging message syslog_id level severity_level command in global configuration mode. For more information, see Change the Severity Level of a Syslog Message : https://www.cisco.com/c/en/us/td/docs/security/asa/asa922/configuration/general/asa-922-general-config/monitor-syslog.html#ID-2121-000006da",detections/application/cisco_asa___reconnaissance_command_activity.yml
2d4b9e7f-5c3a-4d8e-9b1f-8a6c5e2d4f7a,Cisco ASA - User Account Deleted From Local Database,cisco asa user account deleted from local database,production,Anomaly,Cisco,network,Suspicious Cisco Adaptive Security Appliance Activity,T1531; T1070.008,2,Cisco ASA Logs,1,Splunk Enterprise; Splunk Enterprise Security; Splunk Cloud,`cisco_asa` message_id IN (502102) | fillnull | stats count earliest(_time) as firstTime latest(_time) as lastTime values(action) as action values(message_id) as message_id values(result) as result values(privilege_level) as privilege_level by host user | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | `cisco_asa___user_account_deleted_from_local_database_filter`,"This search requires Cisco ASA syslog data to be ingested into Splunk via the Cisco Security Cloud TA. To ensure this detection works effectively, configure your ASA and FTD devices to generate and forward message ID 502102. If your logging level is set to 'Notifications' or higher, these messages should already be included, else we recommend setting an event list that keeps the severity level you are using and adds message ID 502102. You can find specific instructions on how to set this up here : https://www.cisco.com/c/en/us/support/docs/security/pix-500-series-security-appliances/63884-config-asa-00.html. You can also change the severity level of the above message id's to the syslog level you have currently enabled using the logging message syslog_id level severity_level command in global configuration mode. For more information, see Change the Severity Level of a Syslog Message : https://www.cisco.com/c/en/us/td/docs/security/asa/asa922/configuration/general/asa-922-general-config/monitor-syslog.html#ID-2121-000006da",detections/application/cisco_asa___user_account_deleted_from_local_database.yml
3e8f9c2a-6d4b-4a7e-9c5f-1b8d7e3a9f2c,Cisco ASA - User Account Lockout Threshold Exceeded,cisco asa user account lockout threshold exceeded,production,Anomaly,Cisco,network,Suspicious Cisco Adaptive Security Appliance Activity,T1110.001; T1110.003,2,Cisco ASA Logs,1,Splunk Enterprise; Splunk Enterprise Security; Splunk Cloud,"`cisco_asa` message_id IN (113006) | rex ""locked out on exceeding '(?<attempts_count>\d+)' successive failed authentication attempts"" | rex ""User '(?<user>[^']+)' locked out"" | eval failure_description=""locked out on exceeding "" . attempts_count . "" successive failed authentication attempts"" | fillnull | stats earliest(_time) as firstTime latest(_time) as lastTime values(message_id) as message_id values(failure_description) as failure_description by host user | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | `cisco_asa___user_account_lockout_threshold_exceeded_filter`","This search requires Cisco ASA syslog data to be ingested into Splunk via the Cisco Security Cloud TA. To ensure this detection works effectively, configure your ASA and FTD devices to generate and forward message ID 113006. If your logging level is set to 'Informational' or higher, these messages should already be included, else we recommend setting an event list that keeps the severity level you are using and adds message ID 113006. You can find specific instructions on how to set this up here : https://www.cisco.com/c/en/us/support/docs/security/pix-500-series-security-appliances/63884-config-asa-00.html. You can also change the severity level of the above message id's to the syslog level you have currently enabled using the logging message syslog_id level severity_level command in global configuration mode. For more information, see Change the Severity Level of a Syslog Message : https://www.cisco.com/c/en/us/td/docs/security/asa/asa922/configuration/general/asa-922-general-config/monitor-syslog.html#ID-2121-000006da",detections/application/cisco_asa___user_account_lockout_threshold_exceeded.yml
5f7d8c3e-9a2b-4d6f-8e1c-3b5a9d7f2c4e,Cisco ASA - User Privilege Level Change,cisco asa user privilege level change,production,Anomaly,Cisco,network,Suspicious Cisco Adaptive Security Appliance Activity; ArcaneDoor,T1078.003; T1098,2,Cisco ASA Logs,1,Splunk Enterprise; Splunk Enterprise Security; Splunk Cloud,`cisco_asa` message_id IN (502103) | fillnull | stats earliest(_time) as firstTime latest(_time) as lastTime values(action) as action values(message_id) as message_id values(old_privilege_level) as old_privilege_level values(new_privilege_level) as new_privilege_level by host user | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | `cisco_asa___user_privilege_level_change_filter`,"This search requires Cisco ASA syslog data to be ingested into Splunk via the Cisco Security Cloud TA. To ensure this detection works effectively, configure your ASA and FTD devices to generate and forward message ID 502103. If your logging level is set to 'Notifications' or higher, these messages should already be included, else we recommend setting an event list that keeps the severity level you are using and adding the message IDs 502103. You can find specific instructions on how to set this up here : https://www.cisco.com/c/en/us/support/docs/security/pix-500-series-security-appliances/63884-config-asa-00.html. You can also change the severity level of the above message id's to the syslog level you have currently enabled using the logging message syslog_id level severity_level command in global configuration mode. For more information, see Change the Severity Level of a Syslog Message : https://www.cisco.com/c/en/us/td/docs/security/asa/asa922/configuration/general/asa-922-general-config/monitor-syslog.html#ID-2121-000006da",detections/application/cisco_asa___user_privilege_level_change.yml
b38932ad-e663-4e90-bfdf-8446ee5b3f34,Cisco Duo Admin Login Unusual Browser,cisco duo admin login unusual browser,production,TTP,Cisco,identity,Cisco Duo Suspicious Activity,T1556,1,Cisco Duo Activity,1,Splunk Enterprise; Splunk Enterprise Security; Splunk Cloud,"`cisco_duo_activity` ""action.name""=admin_login NOT access_device.browser IN (Chrome) | rename actor.name as user access_device.ip.address as src_ip | stats count min(_time) as firstTime max(_time) as lastTime BY access_device.browser access_device.browser_version src_ip access_device.location.city access_device.location.country access_device.location.state access_device.os access_device.os_version actor.details actor.type outcome.result user | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | `cisco_duo_admin_login_unusual_browser_filter`",The analytic leverages Duo activity logs to be ingested using the Cisco Security Cloud App (https://splunkbase.splunk.com/app/7404).,detections/application/cisco_duo_admin_login_unusual_browser.yml
1bf631d1-44a0-472b-98c4-2975b8b281df,Cisco Duo Admin Login Unusual Country,cisco duo admin login unusual country,production,TTP,Cisco,identity,Cisco Duo Suspicious Activity,T1556,1,Cisco Duo Activity,1,Splunk Enterprise; Splunk Enterprise Security; Splunk Cloud,"`cisco_duo_activity` ""action.name""=admin_login NOT access_device.location.country IN (""United States"") | rename actor.name as user access_device.ip.address as src_ip | stats count min(_time) as firstTime max(_time) as lastTime BY access_device.browser access_device.browser_version src_ip access_device.location.city access_device.location.country access_device.location.state access_device.os access_device.os_version actor.details actor.type outcome.result user | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | `cisco_duo_admin_login_unusual_country_filter`",The analytic leverages Duo activity logs to be ingested using the Cisco Security Cloud App (https://splunkbase.splunk.com/app/7404).,detections/application/cisco_duo_admin_login_unusual_country.yml
c4824cc6-d644-458e-a39a-67cd67da75e3,Cisco Duo Admin Login Unusual Os,cisco duo admin login unusual os,production,TTP,Cisco,identity,Cisco Duo Suspicious Activity,T1556,1,Cisco Duo Activity,1,Splunk Enterprise; Splunk Enterprise Security; Splunk Cloud,"`cisco_duo_activity` ""action.name""=admin_login NOT access_device.os IN (""Mac OS X"") | rename actor.name as user access_device.ip.address as src_ip | stats count min(_time) as firstTime max(_time) as lastTime BY access_device.browser access_device.browser_version src_ip access_device.location.city access_device.location.country access_device.location.state access_device.os access_device.os_version actor.details actor.type outcome.result user | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | `cisco_duo_admin_login_unusual_os_filter`",The analytic leverages Duo activity logs to be ingested using the Cisco Security Cloud App (https://splunkbase.splunk.com/app/7404).,detections/application/cisco_duo_admin_login_unusual_os.yml
983be012-e408-4cb0-b87f-6756bb5f7047,Cisco Duo Bulk Policy Deletion,cisco duo bulk policy deletion,production,TTP,Cisco,identity,Cisco Duo Suspicious Activity,T1556,1,Cisco Duo Administrator,1,Splunk Enterprise; Splunk Enterprise Security; Splunk Cloud,"`cisco_duo_administrator` action=policy_bulk_delete | rename username as user | spath input=description | rex field=policies max_match=0 ""(?<policy_name>[^:,]+):\s+"" | eval policy_count=mvcount(policy_name) | where policy_count > 3 | stats count min(_time) as firstTime max(_time) as lastTime by action actionlabel description user admin_email policy_count | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | `cisco_duo_bulk_policy_deletion_filter`",The analytic leverages Duo activity logs to be ingested using the Cisco Security Cloud App (https://splunkbase.splunk.com/app/7404).,detections/application/cisco_duo_bulk_policy_deletion.yml
446e81ff-ce06-4925-9c7d-4073f9b5abf5,Cisco Duo Bypass Code Generation,cisco duo bypass code generation,production,TTP,Cisco,identity,Cisco Duo Suspicious Activity,T1556,1,Cisco Duo Administrator,1,Splunk Enterprise; Splunk Enterprise Security; Splunk Cloud,`cisco_duo_administrator` action=bypass_create | rename object as user | stats count min(_time) as firstTime max(_time) as lastTime BY action actionlabel description user | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | `cisco_duo_bypass_code_generation_filter`,The analytic leverages Duo activity logs to be ingested using the Cisco Security Cloud App (https://splunkbase.splunk.com/app/7404).,detections/application/cisco_duo_bypass_code_generation.yml
114c616b-c793-465d-a80d-758c9fe8a704,Cisco Duo Policy Allow Devices Without Screen Lock,cisco duo policy allow devices without screen lock,production,TTP,Cisco,identity,Cisco Duo Suspicious Activity,T1556,1,Cisco Duo Administrator,1,Splunk Enterprise; Splunk Enterprise Security; Splunk Cloud,`cisco_duo_administrator` action=policy_update OR action=policy_create | spath input=description | search require_lock=false | rename object as user | stats count min(_time) as firstTime max(_time) as lastTime BY action actionlabel description user admin_email | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | `cisco_duo_policy_allow_devices_without_screen_lock_filter`,The analytic leverages Duo activity logs to be ingested using the Cisco Security Cloud App (https://splunkbase.splunk.com/app/7404).,detections/application/cisco_duo_policy_allow_devices_without_screen_lock.yml
2593f641-6192-4f3d-b96c-2bd1c706215f,Cisco Duo Policy Allow Network Bypass 2FA,cisco duo policy allow network bypass 2fa,production,TTP,Cisco,identity,Cisco Duo Suspicious Activity,T1556,1,Cisco Duo Administrator,1,Splunk Enterprise; Splunk Enterprise Security; Splunk Cloud,`cisco_duo_administrator` action=policy_update OR action=policy_create | spath input=description | search networks_allow=* | rename object as user | stats count min(_time) as firstTime max(_time) as lastTime BY action actionlabel description user admin_email networks_allow | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | `cisco_duo_policy_allow_network_bypass_2fa_filter`,The analytic leverages Duo activity logs to be ingested using the Cisco Security Cloud App (https://splunkbase.splunk.com/app/7404).,detections/application/cisco_duo_policy_allow_network_bypass_2fa.yml
f36c0d3f-d57f-4b88-a5d4-0a4c9a0752f6,Cisco Duo Policy Allow Old Flash,cisco duo policy allow old flash,production,TTP,Cisco,identity,Cisco Duo Suspicious Activity,T1556,1,Cisco Duo Administrator,1,Splunk Enterprise; Splunk Enterprise Security; Splunk Cloud,"`cisco_duo_administrator` action=policy_update OR action=policy_create | spath input=description | search flash_remediation=""no remediation"" | rename object as user | stats count min(_time) as firstTime max(_time) as lastTime BY action actionlabel description user admin_email | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | `cisco_duo_policy_allow_old_flash_filter`",The analytic leverages Duo activity logs to be ingested using the Cisco Security Cloud App (https://splunkbase.splunk.com/app/7404).,detections/application/cisco_duo_policy_allow_old_flash.yml
ff56d843-57de-4a87-b726-13b145f6bf96,Cisco Duo Policy Allow Old Java,cisco duo policy allow old java,production,TTP,Cisco,identity,Cisco Duo Suspicious Activity,T1556,1,Cisco Duo Administrator,1,Splunk Enterprise; Splunk Enterprise Security; Splunk Cloud,"`cisco_duo_administrator` action=policy_update OR action=policy_create | spath input=description | search java_remediation=""no remediation"" | rename object as user | stats count min(_time) as firstTime max(_time) as lastTime BY action actionlabel description user admin_email | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | `cisco_duo_policy_allow_old_java_filter`",The analytic leverages Duo activity logs to be ingested using the Cisco Security Cloud App (https://splunkbase.splunk.com/app/7404).,detections/application/cisco_duo_policy_allow_old_java.yml
6b813efd-8859-406f-b677-719458387fac,Cisco Duo Policy Allow Tampered Devices,cisco duo policy allow tampered devices,production,TTP,Cisco,identity,Cisco Duo Suspicious Activity,T1556,1,Cisco Duo Administrator,1,Splunk Enterprise; Splunk Enterprise Security; Splunk Cloud,`cisco_duo_administrator` action=policy_update OR action=policy_create | spath input=description | search allow_rooted_devices=true | rename object as user | stats count min(_time) as firstTime max(_time) as lastTime BY action actionlabel description user admin_email | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | `cisco_duo_policy_allow_tampered_devices_filter`,The analytic leverages Duo activity logs to be ingested using the Cisco Security Cloud App (https://splunkbase.splunk.com/app/7404).,detections/application/cisco_duo_policy_allow_tampered_devices.yml
65862e8a-799a-4509-ae1c-4602aa139580,Cisco Duo Policy Bypass 2FA,cisco duo policy bypass 2fa,production,TTP,Cisco,identity,Cisco Duo Suspicious Activity,T1556,1,Cisco Duo Administrator,1,Splunk Enterprise; Splunk Enterprise Security; Splunk Cloud,"`cisco_duo_administrator` action=policy_update OR action=policy_create | spath input=description | search auth_status=""Allow access without 2FA"" | rename object as user | stats count min(_time) as firstTime max(_time) as lastTime BY action actionlabel description user admin_email | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | `cisco_duo_policy_bypass_2fa_filter`",The analytic leverages Duo activity logs to be ingested using the Cisco Security Cloud App (https://splunkbase.splunk.com/app/7404).,detections/application/cisco_duo_policy_bypass_2fa.yml
abf39464-ed43-4d69-a56c-02750032a3fb,Cisco Duo Policy Deny Access,cisco duo policy deny access,production,TTP,Cisco,identity,Cisco Duo Suspicious Activity,T1556,1,Cisco Duo Administrator,1,Splunk Enterprise; Splunk Enterprise Security; Splunk Cloud,"`cisco_duo_administrator` action=policy_update OR action=policy_create | spath input=description | search auth_status=""Deny access"" | rename object as user | stats count min(_time) as firstTime max(_time) as lastTime BY action actionlabel description user admin_email | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | `cisco_duo_policy_deny_access_filter`",The analytic leverages Duo activity logs to be ingested using the Cisco Security Cloud App (https://splunkbase.splunk.com/app/7404).,detections/application/cisco_duo_policy_deny_access.yml
ab59d5ee-8694-4832-a332-cefcf66a9057,Cisco Duo Policy Skip 2FA for Other Countries,cisco duo policy skip 2fa for other countries,production,TTP,Cisco,identity,Cisco Duo Suspicious Activity,T1556,1,Cisco Duo Administrator,1,Splunk Enterprise; Splunk Enterprise Security; Splunk Cloud,"`cisco_duo_administrator` action=policy_update OR action=policy_create | spath input=description | search user_locations_default_action=""Allow access without 2FA"" | rename object as user | stats count min(_time) as firstTime max(_time) as lastTime BY action actionlabel description user admin_email | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | `cisco_duo_policy_skip_2fa_for_other_countries_filter`",The analytic leverages Duo activity logs to be ingested using the Cisco Security Cloud App (https://splunkbase.splunk.com/app/7404).,detections/application/cisco_duo_policy_skip_2fa_for_other_countries.yml
8728d224-9cd5-4aa7-b75f-f8520a569979,Cisco Duo Set User Status to Bypass 2FA,cisco duo set user status to bypass 2fa,production,TTP,Cisco,identity,Cisco Duo Suspicious Activity,T1556,1,Cisco Duo Administrator,1,Splunk Enterprise; Splunk Enterprise Security; Splunk Cloud,`cisco_duo_activity` action.name=user_update | spath input=target.details path=status output=status | spath input=old_target.details path=status output=old_status | search status=Bypass old_status=Active | rename target.name as user access_device.ip.address as src_ip | stats count min(_time) as firstTime max(_time) as lastTime BY access_device.browser access_device.browser_version src_ip access_device.location.city access_device.location.country access_device.location.state access_device.os access_device.os_version action.name actor.details actor.name actor.type old_target.details target.details status old_status user | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | `cisco_duo_set_user_status_to_bypass_2fa_filter`,The analytic leverages Duo activity logs to be ingested using the Cisco Security Cloud App (https://splunkbase.splunk.com/app/7404).,detections/application/cisco_duo_set_user_status_to_bypass_2fa.yml
ccf6b7a3-bd39-4bc9-a949-143a8d640dbc,CrushFTP Server Side Template Injection,crushftp server side template injection,production,TTP,CrushFTP,network,CrushFTP Vulnerabilities; Hellcat Ransomware,T1190,1,CrushFTP,1,Splunk Enterprise; Splunk Enterprise Security; Splunk Cloud,"`crushftp` | rex field=_raw ""\[(?<protocol>HTTPS|HTTP):(?<session_id>[^\:]+):(?<user>[^\:]+):(?<src_ip>\d+\.\d+\.\d+\.\d+)\] (?<action>READ|WROTE): \*(?<http_method>[A-Z]+) (?<uri_query>[^\s]+) HTTP/[^\*]+\*"" | eval message=if(match(_raw, ""INCLUDE"") and isnotnull(src_ip), ""traces of exploitation by "" . src_ip, ""false"") | search message!=false | rename host as dest | stats count by _time, dest, source, message, src_ip, http_method, uri_query, user, action | sort -_time| `crushftp_server_side_template_injection_filter`","CrushFTP Session logs, from Windows or Linux, must be ingested to Splunk. Currently, there is no TA for CrushFTP, so the data must be extracted from the raw logs.",detections/application/crushftp_server_side_template_injection.yml
b1a82fc8-8a9f-4344-9ec2-bde5c5331b57,Detect Distributed Password Spray Attempts,detect distributed password spray attempts,production,Hunting,Azure,access,Compromised User Account; Active Directory Password Spraying,T1110.003,1,Azure Active Directory Sign-in activity,1,Splunk Enterprise; Splunk Enterprise Security; Splunk Cloud,"| tstats `security_content_summariesonly` dc(Authentication.user) AS unique_accounts dc(Authentication.src) as unique_src values(Authentication.app) as app values(Authentication.src) as src count(Authentication.user) as total_failures from datamodel=Authentication.Authentication where Authentication.action=""failure"" NOT Authentication.src IN (""-"",""unknown"") Authentication.user_agent=""*"" by Authentication.signature_id, Authentication.user_agent, sourcetype, _time span=10m | `drop_dm_object_name(""Authentication"")` ```fill out time buckets for 0-count events during entire search length``` | appendpipe [| timechart limit=0 span=10m count | table _time] | fillnull value=0 unique_accounts, unique_src ``` Create aggregation field & apply to all null events``` | eval counter=sourcetype+""__""+signature_id | eventstats values(counter) as fnscounter | eval counter=coalesce(counter,fnscounter) | stats values(total_failures) as total_failures values(signature_id) as signature_id values(src) as src values(sourcetype) as sourcetype values(app) as app count by counter unique_accounts unique_src user_agent _time ``` remove 0 count rows where counter has data``` | sort - _time unique_accounts | dedup _time counter ``` 3-sigma detection logic ``` | eventstats avg(unique_accounts) as comp_avg_user , stdev(unique_accounts) as comp_std_user avg(unique_src) as comp_avg_src , stdev(unique_src) as comp_std_src by counter user_agent | eval upperBoundUser=(comp_avg_user+comp_std_user*3), upperBoundsrc=(comp_avg_src+comp_std_src*3) | eval isOutlier=if((unique_accounts > 30 and unique_accounts >= upperBoundUser) and (unique_src > 30 and unique_src >= upperBoundsrc), 1, 0) | replace ""::ffff:*"" with * in src | where isOutlier=1 | foreach * [ eval <<FIELD>> = if(<<FIELD>>=""null"",null(),<<FIELD>>)] | mvexpand src | iplocation src | table _time, unique_src, unique_accounts, total_failures, sourcetype, signature_id, user_agent, src, Country | eval date_wday=strftime(_time,""%a""), date_hour=strftime(_time,""%H"") | `detect_distributed_password_spray_attempts_filter`","Ensure that all relevant authentication data is mapped to the Common Information Model (CIM) and that the src field is populated with the source device information. Additionally, ensure that fill_nullvalue is set within the security_content_summariesonly macro to include authentication events from log sources that do not feature the signature_id field in the results.",detections/application/detect_distributed_password_spray_attempts.yml
